D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_31_162.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_31_162.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_31_162.jpg, 0, 0, 0, 8.07616E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_31_542.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_31_542.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_31_542.jpg, 0, 0, 0, 7.827789E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_31_713.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_31_713.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_31_713.jpg, 0, 0, 0, 7.802273E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_31_829.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_31_829.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_31_829.jpg, 0, 0, 0, 7.815299E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_31_948.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_31_948.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_31_948.jpg, 0, 0, 0, 7.87203E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_066.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_066.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_066.jpg, 0, 0, 0, 7.837229E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_257.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_257.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_257.jpg, 0, 0, 0, 7.815636E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_375.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_375.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_375.jpg, 0, 0, 0, 7.931028E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_497.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_497.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_497.jpg, 0, 0, 0, 7.77646E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_626.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_626.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_626.jpg, 0, 0, 0, 7.808943E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_749.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_749.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_749.jpg, 0, 0, 0, 7.887137E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_32_947.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_32_947.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_32_947.jpg, 0, 0, 0, 7.916352E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_105.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_105.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_105.jpg, 0, 0, 0, 7.839982E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_231.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_231.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_231.jpg, 0, 0, 0, 7.780288E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_355.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_355.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_355.jpg, 0, 0, 0, 7.898067E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_478.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_478.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_478.jpg, 0, 0, 0, 7.785886E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_609.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_609.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_609.jpg, 0, 0, 0, 7.903398E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_738.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_738.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_738.jpg, 0, 0, 0, 7.959634E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_866.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_866.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_866.jpg, 0, 0, 0, 7.901E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_33_997.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_33_997.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_33_997.jpg, 0, 0, 0, 7.851992E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_34_126.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_34_126.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_34_126.jpg, 0, 0, 0, 7.908375E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_34_321.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_34_321.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_34_321.jpg, 0, 0, 0, 7.864868E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_34_465.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_34_465.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_34_465.jpg, 0, 0, 0, 7.844327E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_34_595.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_34_595.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_34_595.jpg, 0, 0, 0, 7.818626E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_34_724.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_34_724.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_34_724.jpg, 0, 0, 0, 7.768746E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_34_856.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_34_856.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_34_856.jpg, 0, 0, 0, 7.765841E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_096.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_096.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_096.jpg, 0, 0, 0, 7.824263E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_293.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_293.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_293.jpg, 0, 0, 0, 7.813869E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_419.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_419.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_419.jpg, 0, 0, 0, 7.821262E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_549.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_549.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_549.jpg, 0, 0, 0, 7.936129E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_680.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_680.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_680.jpg, 0, 0, 0, 7.964245E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_801.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_801.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_801.jpg, 0, 0, 0, 7.792821E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_35_923.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_35_923.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_35_923.jpg, 0, 0, 0, 7.897664E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_049.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_049.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_049.jpg, 0, 0, 0, 7.883454E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_177.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_177.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_177.jpg, 0, 0, 0, 7.940838E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_303.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_303.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_303.jpg, 0, 0, 0, 7.785912E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_427.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_427.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_427.jpg, 0, 0, 0, 7.867043E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_556.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_556.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_556.jpg, 0, 0, 0, 7.958608E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_680.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_680.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_680.jpg, 0, 0, 0, 7.815673E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_805.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_805.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_805.jpg, 0, 0, 0, 7.852959E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_36_933.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_36_933.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_36_933.jpg, 0, 0, 0, 7.761677E-05
D:\UDACITY\simulator-windows-64\IMG\center_2020_03_03_12_51_37_063.jpg, D:\UDACITY\simulator-windows-64\IMG\left_2020_03_03_12_51_37_063.jpg, D:\UDACITY\simulator-windows-64\IMG\right_2020_03_03_12_51_37_063.jpg, 0, 0, 0, 8.162804E-05
